total_rooms,total_bedrooms,population,households,house_value
2527,461,1344,451,114400
2215,351,771,311,142600
1682,296,706,291,140100
2468,380,1164,385,136800
3014,494,1832,485,127900
3306,680,1742,673,109100
1198,251,1019,214,82700
1468,298,1168,261,81300
793,150,669,128,89300
987,187,551,191,112000
943,171,466,203,116000
2074,476,911,420,117600
3181,714,1603,706,112500
2885,595,1509,590,125600
4179,1081,2096,1013,118500
2420,532,1383,469,113500
1764,325,1094,353,113900
2284,444,1425,405,104500
2386,396,1176,374,113300
4836,1368,3012,1240,129300
1273,262,686,254,109400
1577,272,880,284,116000
3539,869,1987,859,103700
2349,452,1479,425,114100
2992,516,1521,507,126900
1814,320,903,306,118700
1371,236,715,227,129900
5998,1320,3185,1199,113900
2433,525,1466,517,110800
2320,422,1358,415,121400
2552,588,1840,551,113300
2886,583,2327,577,113700
1263,178,508,180,314100
4487,754,2609,778,148700
14281,2511,7540,2245,138000
80,10,55,13,193800
1858,366,1311,331,87800
1231,216,841,199,92000
3084,570,1753,449,97800
5455,882,3015,858,162800
2316,599,1829,532,86800
1192,307,1013,283,76200
2228,571,1697,530,83400
2634,421,1376,406,152200
10072,2043,5913,1909,119500
3042,598,1720,551,95200
2101,426,1150,377,98300
2372,621,1647,612,88600
1617,346,1153,385,96600
3307,547,1738,457,116900
9966,1517,5008,1492,171300
1929,317,1237,316,128500
2050,392,1153,336,116400
2451,475,1785,456,115000
2727,462,1691,448,160600
2394,416,1291,381,138700
12106,1913,5810,1717,158100
2000,376,1361,388,121100
2051,427,1466,425,108200
3736,738,2021,640,142400
7779,1835,3996,1765,135300
6751,1153,3266,1134,145500
3791,746,2258,672,124700
13562,2057,7600,2086,182900
1293,215,774,217,141000
1430,273,872,283,141000
352,62,184,57,137500
256,34,101,28,375000
2925,575,1921,501,153100
3583,700,1587,719,75000
5675,935,2834,865,203200
5398,926,2672,864,163900
266,42,136,40,164300
575,73,318,88,257100
1240,151,519,146,271900
3196,444,1581,462,229400
10223,1491,5205,1509,203400
3797,850,2369,720,137600
693,185,365,176,191700
2999,439,1396,458,164800
17978,3217,7305,2463,220800
1864,271,1006,288,251000
5187,934,2725,860,154300
2807,501,1653,509,163300
1839,324,871,307,198800
2290,319,728,228,233500
4157,586,2036,594,246400
2620,396,1324,362,214600
338,47,200,46,244200
4741,835,2903,796,135600
5364,1020,3754,936,139100
2529,513,1504,426,115600
2101,337,1061,348,146800
9016,1486,4285,1457,169100
1565,296,1142,328,99600
6248,1249,3795,1128,124600
7923,1470,4861,1385,139200
932,153,711,172,143400
2481,620,2411,552,85800
559,139,532,137,88500
1891,465,1693,416,112900
1625,336,1046,320,117300
2787,490,1684,467,127100
4112,880,2821,857,114700
4780,861,3043,766,132800
713,142,476,142,121100
919,208,724,235,110500
2086,417,1501,395,105600
1566,294,1056,279,105400
2191,459,1564,450,122000
3869,773,2500,726,126100
2970,576,2156,558,124600
3491,760,1920,669,127300
9738,2130,4936,1840,144800
10395,1799,6295,1855,149900
10235,2238,5271,2094,159100
3611,666,1869,649,141100
2589,351,1109,360,334100
5418,1005,2690,1088,158000
3044,602,2541,564,123800
722,178,770,165,102500
2855,667,2453,624,91000
6755,1017,2866,850,239800
838,210,722,180,96200
1731,404,1269,351,107900
2472,618,2143,610,108800
2076,517,1374,480,138200
1196,294,1052,258,113000
1755,446,1453,428,119400
679,164,769,179,110600
765,171,590,177,113500
3586,959,2695,877,117000
3239,849,2751,813,107000
1739,478,1235,420,116100
621,156,443,135,122800
1786,287,939,278,165000
2772,449,1685,461,163900
701,131,356,125,144300
1511,272,773,265,142100
8207,1373,3887,1304,195300
895,127,346,115,339300
16431,2640,8222,2553,195100
202,29,75,28,216700
502,76,228,65,500001
6538,955,2928,892,221400
6964,1066,3240,1036,177100
8136,1584,4976,1516,137100
8010,1366,3920,1309,204800
6450,1165,3716,1113,150300
2949,473,1671,477,161000
7626,1570,3823,1415,138100
17470,2727,5964,1985,257900
688,146,575,144,111000
2397,400,1347,403,189800
2191,324,1156,310,195600
5846,1035,3258,1001,160800
3776,580,1877,559,215000
2857,421,1361,382,189800
12837,1842,4636,1453,187800
2678,394,1225,367,211300
3964,524,1707,549,267900
5600,848,2573,788,240500
1171,235,659,216,110000
2300,335,1001,311,161300
3991,751,2317,657,127900
3498,702,2372,672,118000
4770,718,1985,662,295200
1954,330,973,321,249100
7538,1125,3450,1077,223600
1159,209,523,159,123200
826,138,440,134,173900
6982,1371,5650,1195,152700
6437,1298,2805,1205,184500
3216,666,1363,629,144500
4589,594,1660,595,236500
7910,,3382,1176,214500
11232,1791,4218,1644,216500
1417,353,881,300,162500
152,19,1275,20,162500
321,64,214,67,101600
17286,4952,9851,4616,103400
5464,850,2400,836,133500
3420,691,1502,656,140300
18767,3032,8805,2723,160600
3707,769,1938,658,95300
2683,708,2047,636,85400
3021,527,1580,533,129900
6617,1118,3710,1087,132600
13195,2696,6763,2437,142000
13096,2208,6780,2180,138700
9179,1361,4573,1294,163300
8403,1240,3962,1150,155500
4873,639,1947,568,223200
18356,2537,8437,2342,197700
972,212,773,219,135700
3623,841,2721,766,86900
8443,1744,4885,1470,127200
337,55,115,49,164800
1569,423,1123,369,113900
7105,1447,4520,1333,113200
10110,1761,5804,1703,137600
9812,1914,5595,1729,124600
11654,2100,7596,2127,127200
11775,2031,6686,1911,136600
2405,537,1594,517,114200
5104,1026,3513,972,117000
16884,2865,9509,2688,130900
10002,1468,5439,1397,152600
3236,502,1610,502,143500
8302,1461,5155,1370,121500
1611,239,275,84,244400
21060,3366,9623,2812,143000
56,7,39,14,500001
1031,201,606,179,136300
77,12,64,15,187500
1265,230,621,173,161300
1424,251,681,192,100000
4198,805,1943,673,122100
9911,1946,5145,1661,113700
8476,1758,2711,1427,97900
5528,1073,1674,918,110100
5373,1079,1573,933,98600
4210,920,1283,829,83300
6323,1196,1984,1124,92400
5783,1256,1990,1151,83500
6484,1037,3295,1074,136400
26322,4072,9360,3361,228900
5156,941,2294,747,113400
3659,650,1476,515,125900
1869,356,1007,323,117200
7401,1187,2826,839,177300
939,187,557,190,145800
2715,500,1540,464,139600
1914,339,930,304,161200
1771,293,935,279,148200
1697,424,808,354,169300
4174,851,1845,780,96100
4934,929,2508,840,155400
1810,386,931,355,109200
2813,565,1345,488,145300
4496,756,2044,695,148800
5284,920,2703,729,126500
1974,426,1276,408,90500
4928,960,2132,853,112500
4799,1035,1966,944,71300
6305,1265,2489,1152,111500
2381,454,1323,477,140700
3318,759,2016,673,89300
3465,703,2672,607,81500
2108,496,1666,461,83000
4173,804,2393,713,118300
3196,576,1757,552,173300
4249,922,2405,846,146500
6907,1379,3665,1290,104200
3173,678,2204,606,129200
2876,576,1859,545,101300
2248,427,1207,368,110000
1161,235,640,210,114600
6529,997,3464,1006,168700
4345,865,2425,785,123800
2591,486,1255,425,154300
981,169,596,156,157400
1229,236,581,190,111300
4376,1003,2667,870,100600
516,107,282,96,125000
13288,2728,7235,2350,131800
10145,2306,4776,1749,132600
6859,1535,3405,1351,109200
16010,2726,7139,2426,162200
4573,928,2513,832,163600
446,62,188,68,465600
4097,813,2082,731,159300
1652,316,725,233,155600
1481,265,757,243,210700
7722,1324,2975,1161,150900
30450,5033,9419,3197,174300
2744,428,1223,366,215300
2569,431,1232,388,145600
20391,3245,7132,2716,187300
4952,1000,2912,943,147500
3471,530,1541,502,347700
2802,471,1155,421,392100
1868,289,750,247,307600
1972,352,964,317,337200
1003,167,388,140,221900
1585,247,510,181,493300
108,18,43,17,187500
270,42,120,42,500001
21988,4055,8824,3252,191100
30401,4957,13251,4339,212300
9089,1413,3886,1243,174200
1614,410,846,270,43000
13724,2269,5860,1986,183000
6112,890,2088,712,429000
966,133,311,92,500001
8278,1579,3062,1446,134700
6807,1164,2703,1055,189700
2094,316,937,277,201300
1183,178,543,147,173900
652,149,248,97,93800
397,89,239,80,143800
16148,3474,6159,3232,97800
2281,426,894,430,127900
2238,573,1190,507,85800
4676,1096,2770,1057,109500
6027,1148,3136,1036,121500
3757,666,1693,654,112800
2233,431,1024,399,89400
4735,973,2306,904,87000
4587,810,2233,765,94500
1996,405,1270,400,91200
2901,445,1414,475,118900
5160,851,2344,781,120000
3603,573,1644,515,132300
3269,757,2328,705,76300
2712,628,1519,629,86200
3740,965,2011,824,77500
9601,2401,4002,2106,77000
4952,1062,1589,1024,85700
3674,792,1498,758,76900
3649,755,1717,696,87600
7240,1410,2708,1240,137600
2873,903,1094,659,105100
6890,1702,3141,1451,95900
5829,1309,2711,1118,107900
7626,1704,2823,1554,69400
5330,1529,2143,1107,94400
3700,750,1171,695,112500
10352,2007,3559,1689,113100
1317,203,453,158,120700
2228,472,653,350,139300
6317,1335,2625,1094,108900
10997,2205,5060,1949,95300
2399,546,1726,542,77700
2990,691,2108,660,83000
2680,606,1728,527,74800
3409,804,1939,739,74000
701,130,434,110,56700
4116,761,1714,717,130800
3111,623,1000,508,140000
2719,538,930,485,81700
10886,2127,4266,1955,123400
2604,443,978,417,170700
3750,781,1594,785,104900
1575,326,879,282,94400
4624,852,2174,812,132100
4227,658,1849,619,195900
4775,886,1868,836,118800
5320,974,1947,843,116300
5876,1222,2992,1151,112100
1254,312,715,301,149000
1822,367,798,313,105200
78,11,27,10,187500
1999,497,1304,479,81900
503,69,293,59,147500
658,131,376,120,58000
319,68,212,67,90000
2307,525,1266,437,63000
2009,469,820,381,81800
6900,1238,1950,980,146300
6,2,8,2,55000
521,118,174,74,91100
3459,640,1760,654,89800
2277,498,1391,453,73200
3197,632,1722,603,91200
2793,722,1583,626,73200
376,83,267,88,68300
3915,672,1820,643,98600
7804,1594,3297,1469,95600
4549,916,2494,912,72600
1495,429,865,342,55000
3183,738,1820,647,71800
553,100,215,82,193800
4448,906,2736,843,73400
3141,812,2589,721,54600
1858,361,1632,310,73100
2653,621,1967,598,81000
5277,1070,657,276,143400
324,63,158,39,100000
10665,2161,1874,852,150500
3460,711,658,255,161100
2385,661,682,242,214300
830,145,272,104,163500
1016,219,443,169,137500
1153,265,446,195,128100
3166,682,1250,475,122900
1294,272,457,199,115300
489,82,183,74,345500
1251,268,544,216,173400
186,48,102,39,103100
3730,827,1346,592,113500
1187,255,442,179,155700
11115,2257,4122,1653,74400
549,109,209,90,66300
1284,306,537,233,61000
321,71,157,61,68100
551,166,224,107,50000
260,67,69,50,76600
5293,1266,1201,599,88400
12557,3098,2453,1232,78500
3921,754,1902,665,89600
4913,1395,2518,1132,61100
2990,648,1280,532,68200
7249,1882,4274,1621,66600
3369,780,1315,584,66000
1381,300,644,248,89400
2233,471,919,388,85200
3254,913,923,486,81000
4332,868,1420,567,146400
980,193,454,185,100000
1540,364,610,268,71000
4465,859,853,445,130400
3648,1035,1687,581,70400
7962,1652,2009,921,230200
10077,2186,3048,1337,110900
2992,562,676,346,500001
8399,1839,3470,1340,159000
7559,1444,3189,1105,112500
343,85,29,14,87500
3316,636,2362,532,65900
10227,2315,3623,1734,145200
9482,2501,2725,1300,115600
1765,399,451,264,321900
3004,615,437,210,90000
5032,1229,3086,1183,94800
12396,2552,2548,1265,162200
6814,1714,2628,1341,124100
6087,1217,1721,833,199400
8789,1875,1274,688,148900
6050,1387,1432,890,183900
2616,547,581,343,301600
4810,1074,1304,740,248100
9374,1780,1678,919,235600
2547,463,411,214,220500
4423,763,1906,667,125200
5480,1371,1050,485,137500
9425,2020,1711,1000,145200
9169,1512,3838,1270,142500
4863,920,3010,828,104200
10105,2481,6274,2095,90900
6960,1487,1130,661,136400
6710,1343,2069,781,115100
7095,1260,1179,570,285000
4293,712,1091,464,232100
5228,992,1177,639,134600
16921,2837,2524,1262,341700
3059,500,612,208,259200
5534,1206,2283,1008,99100
24121,4522,4176,2221,239300
17579,3479,3581,1820,194500
19107,3923,2880,1376,158500
12467,2508,4086,1761,131900
1137,414,604,240,55000
2565,745,2301,638,83000
4300,767,1557,669,122500
1781,441,759,340,113600
11836,2405,3811,1570,134500
8626,1859,3497,1337,121300
7646,1618,2496,1075,128000
12509,2460,2737,1423,258100
11659,2007,2186,1083,238800
6190,1355,2242,1043,152300
4872,1110,955,656,97500
2596,438,473,237,500001
846,249,117,67,403300
2475,476,910,387,168800
4289,893,958,440,177800
3895,782,900,529,138300
8806,1542,858,448,318100
12327,2000,2450,1139,353100
5048,842,883,391,231300
2387,481,863,304,137500
2214,410,1152,350,93400
4686,851,2466,731,91800
4497,831,2248,713,98000
3079,558,1572,474,102600
9404,1827,3208,1283,105800
1664,444,907,374,92900
3861,849,825,401,124700
1961,595,966,275,96700
12991,2555,4571,1926,199300
3584,760,1097,470,167400
880,187,507,169,67500
278,91,375,81,50000
5236,1039,2725,935,93400
9033,2224,5525,1845,95000
2774,566,1530,505,104100
4120,858,2918,815,69400
894,,830,202,68200
2488,714,2891,676,68900
1695,352,1279,305,68500
1133,221,918,239,72100
3114,787,3157,772,82200
826,258,979,245,58800
2399,625,2654,535,60600
4981,1326,3779,1186,76900
4874,1349,5032,1243,90000
197,54,331,70,112500
1273,354,1548,355,84700
1711,499,1896,443,65400
1152,273,1077,235,96300
1596,295,1201,282,100900
584,176,625,166,100000
926,189,238,118,366700
7437,1222,574,302,382400
1713,512,1978,442,58600
2421,820,2971,685,100000
2985,958,4042,905,66400
1660,379,637,250,68900
1230,277,1334,260,61400
3585,800,3873,788,65900
639,203,664,153,47500
1859,476,1994,477,67500
2888,654,2940,660,66700
89,19,79,21,155000
5692,1346,5682,1273,74000
381,89,182,75,76100
1706,397,3424,283,53500
97,24,29,15,27500
1161,282,724,186,71700
644,129,137,52,71300
2809,635,83,45,87500
1678,322,666,256,94900
1491,360,1135,303,44400
720,174,333,117,85700
1501,337,515,226,73400
1454,326,624,262,65500
173,35,117,34,45000
4789,1175,3134,1056,58400
1187,261,1115,242,61500
3741,801,2434,824,86500
1387,236,671,239,74000
18,3,5,3,275000
2907,680,1841,633,82400
1988,483,1182,437,62000
5298,954,1933,918,155700
2507,446,888,448,163700
1878,338,710,342,161400
1806,339,764,341,147100
2443,476,939,457,142000
3080,545,975,495,164500
2334,435,892,446,148800
2314,415,796,388,153900
1962,356,704,362,147900
4408,807,1604,777,181600
1394,397,689,353,109800
2092,555,878,528,115100
3807,952,1484,850,137500
2035,483,904,459,109300
576,146,273,127,94300
2434,744,1281,662,140600
2151,664,1146,603,90300
1186,341,1038,320,70500
463,180,486,190,85000
1000,324,456,250,168800
761,306,2031,295,162500
4018,1220,1570,1122,125000
745,175,297,160,77500
569,405,509,367,137500
1823,566,761,503,137500
2438,804,1148,747,141700
567,193,272,187,187500
1334,492,634,421,93800
2410,967,1091,829,87900
1360,368,589,338,150000
3136,926,1443,877,123900
2809,805,1243,785,114100
438,103,176,99,200000
3233,968,1223,837,168100
2501,757,1081,708,157500
2006,412,825,384,236100
3170,476,1027,457,233800
1750,372,764,369,111800
810,172,326,151,140000
893,159,367,160,213200
1917,367,722,358,158900
1625,419,614,383,156700
1105,227,443,210,131700
2423,466,873,438,131900
906,165,257,166,139400
1533,288,532,257,125900
1316,244,452,245,137800
3994,635,1295,625,232500
3420,555,1301,530,173800
182,39,115,43,98900
3514,714,1509,656,100100
3374,808,1412,753,77600
1878,393,722,381,122800
1250,235,452,232,121200
1698,383,726,386,97000
889,162,273,145,85600
907,180,479,177,104000
3126,648,1789,558,84100
2094,463,1364,407,68500
1091,403,926,336,65400
1532,408,782,369,85900
2083,559,874,524,95800
1986,573,1044,490,88100
1151,263,518,258,113600
1476,344,688,353,134700
1145,324,596,288,114300
900,239,506,231,87500
1521,457,987,455,86900
1492,385,736,365,108800
1124,344,807,316,94600
1375,351,766,321,87500
613,166,425,147,93800
858,254,510,200,80000
2646,645,1684,616,123100
1048,312,1320,294,137500
3032,631,1341,597,137900
1485,278,531,291,137200
1844,392,667,353,103500
2515,460,836,442,151100
2784,455,957,448,209800
1777,368,624,350,137800
2313,536,779,442,123000
1145,133,334,138,405800
4280,632,1486,621,224100
4094,634,1363,659,236800
1167,201,452,209,179800
2508,360,832,345,228700
2037,358,811,375,162500
1587,448,877,380,94300
1684,309,675,296,175000
2216,333,714,327,191900
814,216,327,181,125000
968,310,706,274,65400
1303,308,861,263,55800
2085,464,1346,402,56700
979,287,546,291,67000
1384,295,561,244,94600
1159,250,810,244,56000
1278,308,839,280,58300
1001,205,605,175,58200
2077,435,1454,385,57000
1407,265,556,235,108000
2084,417,912,410,92700
1879,359,791,345,101500
2570,509,1145,503,92400
3421,734,1441,727,86600
2525,501,1726,468,87600
2358,493,1071,470,94300
3321,688,1346,658,101300
2855,,1217,562,93600
2518,501,1308,471,75700
2061,371,1110,342,79000
1058,224,588,231,72100
1958,367,1171,366,71200
1581,288,832,291,71800
1488,294,846,279,82700
2430,426,1199,437,81900
1951,432,1089,411,80600
3087,720,2529,708,66800
3249,666,2611,663,87800
2828,556,1655,485,72600
2089,399,955,385,72100
3657,945,2925,899,78300
2080,388,995,380,76600
3184,593,1188,572,192000
3642,684,1508,657,114300
1613,265,631,266,191900
2603,408,966,419,216600
2008,466,1261,427,59100
2918,439,1085,427,171300
1595,217,542,236,251600
3236,588,1167,569,181400
1451,315,786,340,101600
2966,536,1225,505,130600
1655,393,841,355,78400
1378,280,708,280,103900
1824,357,906,356,96400
1902,413,955,384,96800
1468,281,571,271,124200
3364,685,1841,626,73500
1704,361,902,356,62300
2099,510,1845,483,52500
3215,725,2400,625,54400
543,146,506,125,65400
700,169,260,128,152900
2364,439,1331,449,84500
1715,271,842,263,87900
2049,330,787,309,98500
3166,607,1857,579,79500
2815,479,1075,471,164800
3089,585,1366,561,160300
3377,623,1289,594,171200
6876,1456,2942,1386,156900
4426,790,1856,761,158300
4719,745,1857,739,180200
5490,851,2415,837,216800
4868,738,2036,750,204600
6093,1051,2415,997,183600
8482,1590,3362,1513,217900
3087,477,1365,495,216800
6132,1324,2595,1174,178900
4900,805,2519,855,184400
27870,5027,11935,4855,212200
3344,800,1341,670,152800
9104,1535,3759,1481,174500
2561,497,1583,530,95800
979,201,723,205,72300
2679,792,1740,659,70300
1557,301,986,300,77700
3606,690,2317,696,78200
4013,725,2032,675,83400
3165,806,2447,752,78600
4629,832,2902,816,74600
3595,790,2760,770,78800
2969,551,1745,487,76200
6121,1185,4224,1105,68000
2359,462,2048,476,67300
1865,384,1052,354,60500
1746,388,1142,315,69900
1893,415,884,395,75400
1717,354,848,306,87000
1453,324,843,281,63900
2745,588,1607,556,65400
1825,411,1226,391,55700
2177,638,1971,560,66800
2123,606,1576,599,110000
3033,665,1559,627,99500
1895,424,620,417,137500
20,4,74,9,80000
2316,515,1597,522,60400
3446,950,2460,847,69700
4221,901,2294,850,75900
1705,325,827,326,71200
1477,321,888,312,70300
3873,797,2237,706,72100
2437,592,1596,557,84100
1279,285,963,268,65600
7212,1606,4828,1549,82400
2527,439,1089,415,96800
2033,586,1281,521,97500
7901,1422,4769,1418,90400
7740,1539,4333,1397,87900
10211,1995,5656,1752,107900
3573,662,1540,620,109800
4297,788,2083,771,109300
2780,510,1638,533,103100
4602,930,2299,860,90500
4929,1010,2621,870,109800
1766,340,1028,372,98700
3593,659,1710,530,93100
13180,2444,7235,2335,103000
7880,1992,4749,1882,116000
7290,1283,3960,1248,106300
8537,1643,4224,1648,108900
1808,375,758,320,92000
2066,748,2548,734,55000
8507,1470,3517,1453,137400
2790,430,1407,460,133700
1532,264,781,285,130900
2171,431,1053,422,126200
1734,467,783,447,154300
2697,398,1088,389,142500
2534,705,1495,583,156300
2497,494,748,442,142400
152,30,65,35,67500
987,240,1253,237,82100
88,21,119,19,67500
2987,864,1240,755,137500
7228,1369,2455,1365,179500
4899,847,1701,826,387000
2648,357,863,359,338700
2022,295,639,278,297600
4429,1124,1538,960,190700
2623,357,838,368,327800
3713,1078,2194,1018,89600
1166,193,574,190,102800
1327,209,613,230,111400
2289,576,1100,503,95700
172,38,149,55,55000
3099,605,1322,623,105500
5407,1467,2523,1265,104200
5527,1446,2883,1305,114500
12355,3630,5692,3073,99100
6955,1882,2803,1740,141400
2396,536,1225,515,136600
5773,1320,2607,1250,118800
1994,347,782,355,136400
1239,237,764,222,103000
2091,468,1053,470,108100
1151,234,563,251,113600
2228,534,1130,481,124600
2614,624,1181,616,156800
2253,434,1018,426,98700
2019,369,878,356,93400
2577,365,913,339,448300
3137,544,1312,549,136800
1119,144,414,150,283300
1249,159,362,143,446400
2888,496,1168,479,148600
2523,401,927,398,207800
2839,390,1006,400,280400
2968,475,1176,454,191700
1839,287,685,276,189400
2388,369,838,356,194100
3900,776,1549,761,115700
4314,611,1662,575,170100
1930,328,805,338,133000
1275,227,530,245,133600
2355,365,993,354,144100
1285,193,460,206,265700
3303,480,1185,436,225700
3196,406,978,419,344000
2992,378,1105,368,320200
1631,228,599,228,267200
2912,421,1132,410,225900
3273,480,1151,463,380000
6540,1008,2667,1031,175200
6119,985,2631,934,146400
4175,796,2032,830,164000
4916,1243,2140,1136,134100
2191,394,951,362,159500
2447,503,1077,456,133000
2619,370,940,359,164500
322,48,133,59,139300
4563,1069,2256,926,143400
3658,797,1452,715,120700
494,86,253,99,141100
5996,1018,2532,1049,151800
1743,380,697,368,166100
2352,610,1127,592,116500
774,144,356,150,115300
1077,199,447,182,115600
945,193,460,193,127100
823,146,329,144,114100
2375,537,863,452,126900
2930,739,1661,668,118900
1226,180,359,167,150400
2024,359,786,364,156900
5693,1487,2334,1387,170500
2696,624,1059,582,160900
3626,834,1577,806,130400
1540,452,1079,444,98700
3671,886,1733,820,113200
3512,825,1515,782,118800
3260,763,1735,736,97500
3171,832,1591,695,88600
1126,256,589,243,84400
1134,252,675,249,65200
1087,272,462,219,64900
1385,273,740,274,78000
1009,225,604,218,67000
2217,536,1203,507,73100
1765,438,1008,382,73000
1404,313,765,330,63300
1578,317,897,333,66800
1384,287,682,280,64400
1720,382,1069,362,60500
1728,367,1042,349,58500
2274,495,1157,445,49800
909,198,661,176,77400
2010,411,1501,422,65900
1756,442,837,320,70500
1678,367,971,307,62100
1219,240,559,212,122200
1673,399,1116,382,62200
1077,271,753,236,55900
1402,370,970,382,71000
1607,385,972,354,64700
3009,733,1513,588,61000
2680,502,1885,498,110000
3746,767,2161,744,103400
3167,551,1787,533,92600
1481,343,1079,315,60600
1517,323,1287,328,67000
3185,658,2444,626,67600
1246,295,884,258,51700
1534,315,1147,322,59800
2419,605,1696,503,63100
2436,612,1509,618,81400
705,178,464,159,60900
3326,696,2511,649,60900
1591,466,1000,418,70100
2324,413,823,375,158900
1758,511,1094,484,70000
1111,269,613,290,66300
1978,538,823,490,135600
438,116,263,100,67500
2197,520,1374,483,69300
1072,,781,281,65800
1372,360,850,328,67500
1269,233,494,231,331300
8149,1913,2933,1616,178800
12197,2617,5634,2329,129300
16679,3457,7919,3329,134500
1395,373,638,322,225000
693,143,276,151,117000
15309,2996,7463,2885,129700
4391,974,1982,914,105300
7709,1279,4147,1262,96600
1511,315,1062,304,89400
800,149,450,158,108600
541,82,229,98,383300
3054,528,1932,510,91900
1287,224,727,236,135500
1708,299,911,290,99800
2336,406,1172,408,101200
2562,460,1478,433,96200
2159,369,1141,355,90400
965,183,568,188,93900
927,165,542,148,96200
2476,534,1355,463,94400
2118,345,1019,338,112200
1601,308,848,305,105200
3124,556,1512,555,94900
2962,526,1542,521,89200
1299,254,705,245,103000
946,182,474,173,97300
3335,658,1963,622,96800
1007,181,563,185,91300
1814,367,1076,372,81100
3438,603,1602,554,120500
880,150,1148,148,112500
2103,380,1124,387,87000
1086,187,663,190,84200
1643,298,831,305,84200
1775,296,937,305,83400
1851,327,1007,286,84000
2943,554,1460,510,84400
300,47,154,51,108300
1093,192,590,190,80200
3757,646,2022,611,88200
1620,276,939,277,72900
1565,290,861,277,77000
67,17,50,32,93800
1354,258,771,267,78800
1786,338,974,319,72700
2176,460,1067,357,78400
1001,228,597,226,73400
562,174,240,106,112500
3938,649,1861,606,95000
3919,764,2203,783,89500
2897,506,1508,478,88400
2230,410,1155,377,88200
2686,516,1553,529,112700
1968,364,996,331,114300
7085,1222,3455,1229,120000
7923,1558,3789,1473,98600
21897,3513,8652,2873,151300
4842,935,2857,907,133000
4680,758,2626,729,107000
6850,1400,4251,1421,93300
14414,2979,7608,2832,129600
2770,684,1471,624,82500
5819,1507,3237,1356,116600
3184,779,1929,769,86000
2878,599,1362,541,96500
4866,1056,2371,1030,103300
3778,939,2393,862,100500
825,173,355,130,109500
1503,282,652,229,99300
3379,552,1543,556,124000
1503,264,731,285,118500
643,117,331,134,120700
3154,860,1837,793,92900
3322,805,1694,774,130700
1149,257,583,243,137500
4164,963,2032,898,133100
3313,769,1631,681,105700
756,141,424,155,116100
1672,299,757,282,159700
2498,546,1185,506,107900
4371,908,1842,818,105500
2446,523,1132,513,198500
1595,246,610,253,199000
3533,741,1496,723,183200
2772,578,1335,565,161000
2203,493,1158,492,119500
2761,501,1128,482,139700
3033,540,1363,519,161700
1947,409,866,400,156800
1853,415,772,397,135800
4021,864,1658,730,153000
1778,408,875,375,142200
1716,404,722,415,166100
2453,518,1326,505,148000
5801,1148,2586,1063,162100
4260,607,1635,640,288200
2868,527,1284,487,213000
1817,372,992,339,150000
7003,1409,3107,1315,150500
3114,430,1121,456,240000
2430,448,1087,394,177900
898,190,470,201,148300
3902,845,1870,763,190200
992,151,316,159,326700
5001,830,2330,830,160000
5407,838,1927,804,195400
8501,1558,3576,1467,158500
1713,282,761,295,136400
1604,245,751,267,140500
1149,193,500,194,163400
1276,208,501,205,143600
2628,499,1210,453,157700
2759,409,1053,374,165700
3824,634,1818,600,139000
3391,550,1546,553,139200
3192,447,1132,418,144300
1665,293,846,306,121600
6940,1019,2829,990,232300
3443,510,1413,505,196000
4491,689,1657,667,249400
2926,476,1349,480,212900
3243,546,1334,515,169500
3335,440,1329,429,250300
7741,1401,3153,1331,216100
3670,556,1616,550,169600
3170,444,1344,452,221600
1891,266,678,255,188700
2642,520,1032,475,189800
2764,363,902,360,258700
2655,421,991,384,270600
2787,601,1247,522,159800
1597,280,657,273,213500
1098,175,415,160,217400
1984,289,842,276,173300
2744,464,1340,452,147300
3459,573,1336,544,186200
120,16,30,14,350000
3574,669,1373,643,242100
4053,912,2033,897,117100
5827,1246,2578,1038,112900
3095,594,1550,576,113500
5828,1051,2868,1037,143200
11442,2690,6068,2435,121200
7334,1332,3339,1271,124700
6575,1105,3358,1098,115400
13796,2372,6000,2250,124500
5826,1411,2244,1219,142900
5434,1106,2755,1047,99900
1875,361,1027,343,103800
2514,482,1166,503,131900
2306,420,1308,418,122200
4594,774,2474,782,127500
3998,744,2071,660,102000
3214,551,1879,562,124900
2966,578,1365,480,118400
3592,642,1740,629,126000
2226,421,1004,417,117800
3137,509,1635,544,122700
1252,207,587,217,146400
3908,890,1898,798,130600
3455,706,1605,704,91600
1387,226,807,244,135700
2683,704,1410,659,130200
2767,584,1275,568,125400
1998,353,970,343,115500
2532,479,1396,467,114500
5098,1094,2029,1065,132500
2135,429,779,432,134900
5179,1271,2181,1151,82500
1194,207,545,223,134300
4018,850,2070,814,119800
2655,438,1253,454,140600
1234,208,649,211,143000
2915,492,1292,454,117100
2145,340,1022,349,125400
3747,586,1817,590,145300
3389,597,1674,568,145600
3080,827,1195,683,133000
3243,488,1585,480,166800
3262,533,1794,543,144400
3917,638,1809,564,137000
3050,481,1490,489,134500
1014,185,606,194,112800
1402,236,676,236,135500
1497,243,730,242,135600
4256,619,1948,622,167400
503,70,267,77,276100
6155,1034,2407,941,244300
1830,313,905,361,141800
3185,886,1550,802,149000
1145,241,447,216,124300
2116,524,866,519,111600
1701,346,723,352,128700
3467,615,1478,601,147300
1727,264,833,258,160000
1087,174,430,174,158800
1881,378,921,360,144000
1992,363,889,346,130500
6838,941,3166,926,162700
4082,666,1912,652,142900
